,Cod_UNb_PDV,Cod UNB,Cod Pdv,Nome Fantasia
537,1001035_6488,1001035,6488,MONTANA GRILL EXPRES
538,1001035_6806,1001035,6806,BK - FILIAL BADY BAS
539,1001035_29625,1001035,29625,BK FILIAL JOSE MUNIA
540,1001035_6485,1001035,6485,BK - FILIAL IGUATEMI
541,1001035_6911,1001035,6911,BK SHOPPING PLAZA AV
542,1001035_29752,1001035,29752,B K  CIDADE NORTE
543,1001035_29708,1001035,29708,BURGUER KING CARREF
544,1001035_29241,1001035,29241,HOTEL IBIS
545,1001035_98971,1001035,98971,CACHACARIA AGUA DOCE
546,1001035_31242,1001035,31242,BK BRIGADEIRO FARIA
547,1001035_7006,1001035,7006,DIVINO FOGAO PLAZA
548,1001035_29583,1001035,29583,DIVINO FOGAO
549,1001035_99866,1001035,99866,GRILLETO PLAZA
550,1001035_7057,1001035,7057,GRILETTO RIO PRETO
551,1001035_30181,1001035,30181,GRILETTO NORTE
552,1001035_30448,1001035,30448,GRILLETO IGUATEMI
553,1001035_6525,1001035,6525,REST. OUTBACK
554,1001035_7306,1001035,7306,PIZZA HUT
555,1001035_98539,1001035,98539,DIVINO FOGAO
556,1001035_31592,1001035,31592,PIZZA HUNGER
557,1001035_31952,1001035,31952,CONDOMINIUM FOOD
558,1001035_98442,1001035,98442,MAISER
559,1001035_32325,1001035,32325,CROASONHO
560,1001035_97980,1001035,97980,HOME MARKET
561,1001035_32464,1001035,32464,CONFORT SUITS
562,1582003_9716,1582003,9716,BURGER KING CACOAL
563,1582003_9715,1582003,9715,BURGER KING JI-PARAN
564,81_21478,81,21478,BK BRASIL OPERACAO E
565,81_22305,81,22305,BK BARRA MANSA
566,81_26403,81,26403,FILIAL BKB SIDER SHO
567,81_26771,81,26771,BILLY THE GRILL V
568,81_26782,81,26782,POLO GRILL EIRELI
569,81_26849,81,26849,BK PARK SUL
570,81_27708,81,27708,BILLY THE GRILL SIDE
571,81_27720,81,27720,GRILETTO & JIN JIN
572,81_28388,81,28388,VIKINGS STEAK SEAFOO
573,81_29288,81,29288,MARKET4YOU JOAO ARAU
574,418_60514,418,60514,CAMARAO EXPRESS
575,418_9819,418,9819,10 PASTEIS SANTA CRU
576,418_10328,418,10328,CROASONHO SANTA CRUZ
577,190_10200,190,10200,BK PRACA NOVA SM
578,190_97704,190,97704,BURGER KING STA CRUZ
579,190_12008,190,12008,SUPER POCKET
580,845_1203,845,1203,BURGER KING SERRA SU
581,845_1635,845,1635,PIM V ALIM.
582,845_56525,845,56525,S.S.J DEMORI DELIVER
583,845_4165,845,4165,CHOPP TIME FEST ITAJ
584,845_4258,845,4258,GRILETTO - GIANSAVAL
585,845_5887,845,5887,SODEXHO.
586,845_119,845,119,MONTGRILL PALEGRE
587,845_6709,845,6709,SODEXHO.
588,845_6701,845,6701,HABIBS POUSO ALEGRE
589,845_6708,845,6708,OLHA O LOOK
590,835_2,835,2,BK BRASIL OP E ASSES
591,835_2811,835,2811,IBIS PACO DAS AGUAS
592,835_3907,835,3907,MONTANA POCOS DE CAL
593,975_19064,975,19064,10 PASTEIS J SP
594,975_19100,975,19100,BK SHOPPING TOTAL
595,975_19200,975,19200,10 PASTEIS PGROSSA
596,975_19201,975,19201,10 PASTEIS PG
597,975_19202,975,19202,10 PASTEIS PONTA GRO
598,975_21072,975,21072,BOB S PALLADIUM
599,975_21642,975,21642,B K PALLADIUM
600,975_23397,975,23397,MARKET4YOU THIAGO MO
601,975_24131,975,24131,10P PALMEIRA COM ALI
602,975_24468,975,24468,HABIBS PONTA GROSSA
603,86_2296,86,2296,IBIS STYLES Tres Rio
604,86_22729,86,22729,TRES RIOS LANCHONETE
605,86_30309,86,30309,SMART SHELVE MICROME
606,958_203,958,203,OUTBACK STEAKHOUSE R
607,958_208,958,208,VIVEND DO CAMARAO RE
608,958_214,958,214,BLK1 COMERCIO DE ALI
609,958_598,958,598,DIVINO FOGAO SCRISTO
610,958_881,958,881,PARMAS
611,958_920,958,920,VIZINHANDO VISTA ALE
612,958_1103,958,1103,DUFRY FREE
613,958_1181,958,1181,CICARELLI RJ
614,958_1240,958,1240,PH AERO GALEAO
615,958_1585,958,1585,FILIAL AEROPORTO GAL
616,958_2374,958,2374,BK SJ MERITI
617,958_3377,958,3377,VIVENDA DO CAMARAOII
618,958_3405,958,3405,WH SMITH - DFA BRASI
619,958_3619,958,3619,BTG ILHA PLAZA SHOPP
620,958_3729,958,3729,BILLY THE GRILL IV
621,958_4974,958,4974,REDECINE RIO - BANGU
622,958_4975,958,4975,REDECINE RIO - ILHA
623,958_5099,958,5099,AL FOODS
624,958_5287,958,5287,REFM SHOP VIA BRASIL
625,958_5587,958,5587,BILLY THE GRILL VIA
626,958_5739,958,5739,SHOP VIA RIO PAVUNA
627,958_8386,958,8386,PARME PIZZARIA
628,958_9365,958,9365,TAO LANCHONETE LTDA
629,958_10447,958,10447,GJP ADMINIST
630,958_11827,958,11827,BK BRASIL OPE ASSESS
631,958_20942,958,20942,BK CARIOCA
632,958_98992,958,98992,SHOPPING VIA BRASIL
633,958_99016,958,99016,VIZINHANDO CARIOCA S
634,958_99574,958,99574,VIVENDA DO CAMARAO R
635,958_7960,958,7960,VIKINGS STEAK SEAFOO
636,958_8000,958,8000,VIKINGS STEAK SEAFOO
637,958_10524,958,10524,MANIA AEROPORTO GALE
638,958_11466,958,11466,REX GUANABARA PENHA
639,958_11467,958,11467,REX EXTRA GALEAO II
640,958_11469,958,11469,REX CARIOCA SH
641,958_11470,958,11470,REX GUANABARA  SAO J
642,958_11650,958,11650,REX SUPERVIA PAVUNA
643,958_97841,958,97841,HABIBS BELFORD ROXO
644,958_11896,958,11896,HABIBS IRAJA POINT
645,958_12001,958,12001,HABIBS METRO PAVUNA
646,958_413,958,413,BK BRASIL ILHA PLAZA
647,958_12354,958,12354,REX SAO JOAO DO MERI
648,958_12411,958,12411,INOVA DISTRIBUIDORA
649,958_12419,958,12419,PARME ILHA DO GOVERN
650,958_12789,958,12789,OUTBACK STEAKHOUSE 4
651,958_13555,958,13555,HABIBS SHOPPING CARI
652,958_13556,958,13556,HABIBS BICAO
653,958_13701,958,13701,AEG HAMBURGUERIA RJ
654,958_13511,958,13511,PIZZA HUT ILHA PLAZA
655,85_6032,85,6032,CADIMA SHOP
656,85_57429,85,57429,BK FRIBURGO SHOPPING
657,45_23878,45,23878,SODEXHO.
658,45_40244,45,40244,BURGER KING FAST B.
659,45_42773,45,42773,SHOP DO VALE DO ACO
660,45_42972,45,42972,SODEXHO.
661,82_47243,82,47243,BURGUER KING DO VALE
662,82_47361,82,47361,BURGUER KING GTI
663,82_49107,82,49107,BK DRIVE CACHOEIRINH
664,82_54347,82,54347,ANSERVE RS
665,986_1044,986,1044,BK SHOPPING SUL
666,986_4038,986,4038,BOBS CENTRO
667,811_1268,811,1268,BK - FILIAL ARACATUB
668,811_4290,811,4290,GARDEN SHOPPING PENA
669,811_4532,811,4532,JIM JIM RESTAURANTE
670,811_5869,811,5869,CHOPP TIME BODEGA
671,811_6385,811,6385,AGUA DOCE CACHACARIA
672,811_8733,811,8733,AGUA DOCE ARACATUBA
673,811_90198,811,90198,BK PRACA NOVA ARACA
674,811_90442,811,90442,HOTEL IBIS ARACATUBA
675,811_90585,811,90585,GRILETTO ARC SP
676,811_90586,811,90586,GRILETTO ARACATUBA
677,811_90834,811,90834,GRILETTO PENAPOLIS
678,811_91356,811,91356,HOTEL IBIS STYLES
679,811_8408,811,8408,BURGER KING ARACATUB
680,811_9123,811,9123,HABIBS ARACATUBA
681,811_9146,811,9146,MERCADO CHAFARIZ 100
682,811_9180,811,9180,TORIBIO E TORIBIO LT
683,811_9585,811,9585,DALIRIO R BOING 5062
684,322_180,322,180,JIN JIN VARG
685,322_417,322,417,AGUA DOCE CACHACARIA
686,322_89864,322,89864,BK VIA CAFE GARDEN
687,322_90327,322,90327,MONTANA GRILL VARGIN
688,322_89724,322,89724,GRILETTO VARGINHA
689,297_10,297,10,NHA CHICA COMERCIO
690,297_156,297,156,BK MOGI SHOPPING II
691,297_1999,297,1999,CLUB MED BRASIL S/A
692,297_2096,297,2096,FILIAL DRIVE MARECHA
693,297_3652,297,3652,BK BRASIL OPERACAO E
694,297_7011,297,7011,FILIAL FS ITAQUAQUEC
695,297_8577,297,8577,PLK SHOPPING SUZANO
696,297_8784,297,8784,FS SUZANO - PRUDENTE
697,297_8819,297,8819,FS FERRAZ - AV BRASI
698,297_8886,297,8886,FS POA SP
699,297_8908,297,8908,SODEXO ISMS INFOCOM
700,297_9475,297,9475,BKB FS MOGI DAS CRUZ
701,297_9711,297,9711,SODEXO ISMS INFOCOM
702,297_31209,297,31209,MONT GRIL SUZAN
703,297_33002,297,33002,DRIGOBIO MOGI
704,297_33289,297,33289,VIVENDA DO CAMARAO S
705,297_33369,297,33369,BURGER KING MOGI II
706,297_33592,297,33592,BK - HELBOR MOGI
707,297_33692,297,33692,HOTEL IBIS MOGI
708,297_34383,297,34383,FILIAL SUZ SHOPPING
709,297_98618,297,98618,BK PATEO SP
710,297_98818,297,98818,BK ITAQUA GARDEN
711,297_99145,297,99145,DIVINO FOGAO SUZANO
712,297_13285,297,13285,VIVENDA DO CAMARAO
713,297_14111,297,14111,MANIA SH MOGI
714,297_14848,297,14848,REX EXTRA CIDADE TIR
715,297_14849,297,14849,REX DA VO GUAIANAZES
716,297_14850,297,14850,REX ITAQUA GARDEN SH
717,297_14851,297,14851,REX HIGA S ITAIM PAU
718,297_14852,297,14852,REX EXTRA MOGILAR
719,297_14906,297,14906,HABIB S SUZANO
720,297_14747,297,14747,HABIB S FERRAZ DE VA
721,297_14905,297,14905,RAGAZZO POA RAG
722,297_15124,297,15124,REX ITAQUAQUECETUBA
723,297_15125,297,15125,REX GUAIANAZES CPTM
724,297_15126,297,15126,REX SUZANO SH
725,297_15123,297,15123,REX JARDIM CAMARGO N
726,297_15127,297,15127,REX SUZANO - GLICERI
727,297_15094,297,15094,REX SUZANO - GLICERI
728,297_15159,297,15159,HABIB S RAGUEB CHOFF
729,297_15160,297,15160,HABIB S IMPERADOR
730,297_64660,297,64660,BK - CARREFOUR PESSE
731,297_15470,297,15470,CORREA MANUTENCAO
732,297_15950,297,15950,HABIBS ITAQUAQUECETU
733,297_8257,297,8257,RAGAZZO ITAQUAQUECET
734,297_15960,297,15960,REX MOGI DAS CRUZES
735,297_15961,297,15961,REX POA 26 DE MARCO
736,297_15988,297,15988,HABIBS MARECHAL TITO
737,297_15990,297,15990,HABIBS MARECHAL TITO
738,297_15992,297,15992,REX SUZANO
739,297_15941,297,15941,FILIZA - MARIA LOURD
740,297_16274,297,16274,DANFER VAR MERCADOS
741,966_1016,966,1016,MONTANA GRILL SJCAMP
742,966_3451,966,3451,DIVINO FOGAO VALE SU
743,966_3911,966,3911,DIVINO FOGAO SJCAMPO
744,966_4147,966,4147,MAZZAROPI.
745,966_4792,966,4792,GRANGEIRO & CIA LTDA
746,966_6986,966,6986,VIVENDA DO CAMARAO S
747,966_7663,966,7663,HOTEL MERCURE SJC SP
748,966_8257,966,8257,S & M CACHACARIA LTD
749,966_9037,966,9037,GRILETTO SJCAMPS
750,966_9139,966,9139,MONTANA GRILL TAUBAT
751,966_9142,966,9142,MIRASSOL CACHACARIA
752,966_10010,966,10010,PIZZA HUT VALE SUL
753,966_10181,966,10181,PIZZA HUT SJC
754,966_10668,966,10668,DIVINO FOGAO SJOSECA
755,966_10723,966,10723,MONTANA EXPRESS TAUB
756,966_10767,966,10767,BK VIA GARDEN
757,966_10801,966,10801,BURGER KING TAUBATE
758,966_11320,966,11320,BK  SHOPPING COLINAS
759,966_11336,966,11336,IBIS TAUBATE
760,966_11405,966,11405,DIVINO FOGAO COLINAS
761,966_11496,966,11496,BK EXTRA SJC
762,966_11585,966,11585,BURGER KING TB SP
763,966_11693,966,11693,BK FILIAL VALE SUL
764,966_11815,966,11815,BURGUER KING C. VALE
765,966_12256,966,12256,VIVENDA DO CAMARAO S
766,966_12330,966,12330,BURG KING CARREFOUR
767,966_12484,966,12484,OUTBACK SJCAMPS
768,966_12632,966,12632,BK FILIAL JACAREI
769,966_18396,966,18396,SODEXO ISMS INFOCOM
770,966_18402,966,18402,SODEXHO AV. JOAO DIA
771,966_18403,966,18403,SODEXHO AV. JOAO DIA
772,966_18951,966,18951,GRILETTO SJCAMPOS
773,966_19054,966,19054,PIZZA HUT
774,966_19136,966,19136,PIZZA HUT SJC SP
775,966_19195,966,19195,BK HBR POSTO JK
776,966_19210,966,19210,SODEXO
777,966_20145,966,20145,NOVOTEL SJC
778,966_20311,966,20311,PIMENTA  LTDA
779,966_20316,966,20316,IBIS SJC
780,966_20445,966,20445,PIMENTA VERDE ALIMEN
781,966_21201,966,21201,JIN JIN JACAREI
782,966_21541,966,21541,BK CENTER VALE 2
783,966_22222,966,22222,AGUA DOCE CACHACARIA
784,966_22278,966,22278,GRILETTO VII
785,966_23949,966,23949,BURGER KING -  DRIVE
786,966_24063,966,24063,JACAREI SHOP CENTER
787,966_86968,966,86968,FILIAL DRIVE EUCLIDE
788,966_87245,966,87245,IBIS JACAREI
789,966_24949,966,24949,CHOPP PETISCARIA E L
790,966_25007,966,25007,VERONA GADIOLI LANCH
791,966_23556,966,23556,SAPORE - OWENS LANCH
792,966_26441,966,26441,MARCIO M GOMES LANC
793,966_20844,966,20844,SLEEP INN JACAREI
794,966_26613,966,26613,BIRD 506
795,966_88208,966,88208,PEREIRA & TONETTO
796,966_26768,966,26768,SAPORE - AVIBRAS IND
797,966_26780,966,26780,CROASONHO ESPLANADA
798,966_26811,966,26811,TAKE AND GO SAO JOSE
799,966_26886,966,26886,CABANA BURGER
800,966_26950,966,26950,MARKET SMART COM
801,966_26957,966,26957,EAX COM
802,966_27131,966,27131,C.V. G. CERVEJEIRAS
803,966_27377,966,27377,HABIBS SAO JOSE 1
804,966_27378,966,27378,HABIBS SAO JOSE 2
805,966_27379,966,27379,HABIBS TAUBATE
806,966_27487,966,27487,VIZINHANDO TAUBATE
807,189_89,189,89,GRILETTO MINAS GERAI
808,189_2350,189,2350,T4F BH HALL
809,189_14977,189,14977,BURGER KING MG SL
810,189_3552,189,3552,CASA DI VO MINIMERCA
811,578_1298,578,1298,DIVINO FOGAO SAO VIC
812,578_18237,578,18237,SOFITEL LITORAL SP
813,578_20394,578,20394,VIVENDA DO CAMARAO P
814,578_20725,578,20725,BK - FILIAL SHOPPING
815,578_21633,578,21633,DIVINO FOGAO SP
816,578_22280,578,22280,DIVINO FOGAO - PQ B.
817,578_22504,578,22504,BK GUARUJA
818,578_22610,578,22610,BK FILIAL BRISAMAR
819,578_22612,578,22612,BK FILIAL L.PLAZA
820,578_22613,578,22613,BK FILIAL PRAIAMAR
821,578_22938,578,22938,HOTELARIA ACCOR BRAS
822,578_24120,578,24120,BK - FILIAL CARREFOU
823,578_24122,578,24122,BK - FILIAL EXTRA
824,578_25332,578,25332,REST FAMILIA MONETTS
825,578_25428,578,25428,BK BRASIL SANTOS
826,578_25753,578,25753,GRILETTO BRA SP
827,578_26145,578,26145,BK SHOPPING MIRAMAR
828,578_26146,578,26146,BK PATIO IPORANGA
829,578_26255,578,26255,VIVENDA CAMARAO P.G
830,578_26328,578,26328,IBIS SANTOS VALONGO
831,578_26580,578,26580,PIZZA HUT PRAIA GRDE
832,578_26710,578,26710,PIZZA HUT SANTOS
833,578_27163,578,27163,OUTBACK STEAK PG
834,578_27529,578,27529,BK DRIVE PRAIA GRAND
835,578_29210,578,29210,IBIS SANTO VALONGO
836,578_29243,578,29243,GMENDES SANTOS
837,578_30207,578,30207,REDECINE BRA - PGD
838,578_30486,578,30486,FS SAO VICENTE - AV
839,578_30704,578,30704,JOHNNY ROCKETS PRAIA
840,578_30716,578,30716,FS SANTOS - SANTA CA
841,578_30862,578,30862,BRESCO CAMPIN
842,578_30881,578,30881,BRESCO CAMPIN
843,578_21688,578,21688,RESTAUR JANGADA CH
844,578_31790,578,31790,PARQUE BALNEARIO BY
845,578_28921,578,28921,PARK INN SANTOS
846,578_26101,578,26101, PART HOSP E S
847,578_32094,578,32094,PLK SHOP LA PLAGE
848,578_32600,578,32600,FS GUARUJA AV DOM
849,578_32635,578,32635,MINI MERCADO AUTOMAT
850,578_32987,578,32987,MARKET4YOU KELLY DE
851,578_32937,578,32937,VIVENDA DO CAMARAO
852,578_33829,578,33829,MANIA BUFFET SH BRIS
853,578_33828,578,33828,MANIA BUFFET SH PRAI
854,578_33830,578,33830,MANIA SH PRAIAMAR
855,578_33832,578,33832,MANIA SH LITORAL PLA
856,578_34888,578,34888,HABIB S SAO VICENTE
857,578_34536,578,34536,HABIB S GUARUJA
858,578_35079,578,35079,SODEXO ISMS INFOCOM
859,578_35282,578,35282,SODEXO ISMS INFOCOM
860,578_35439,578,35439,TAKE&GO
861,578_34886,578,34886,RAGAZZO ANA COSTA
862,578_35653,578,35653,REX CUBATAO
863,578_35769,578,35769,CROASONHO GONZAGA SP
864,578_35868,578,35868,HABIBS PRAIA GRANDE
865,578_36016,578,36016,REX EXTRA CIDADE OCE
866,578_36850,578,36850,SODEXO ISMS INFOCOM
867,578_37167,578,37167,HABIBS CIDADE OCIAN
868,578_37169,578,37169,RAGAZZO ANA COSTA
869,578_35355,578,35355,HABIBS SANTOS HAB
870,578_37391,578,37391,SAPORE - OWENS LANCH
871,578_37578,578,37578,SODEXO ISMS INFOCOM
872,543_14125,543,14125,AGUA DOCE DRACENA
873,543_17773,543,17773,BURGER KING PP
874,543_18653,543,18653,AGUA DOCE PP
875,543_18960,543,18960,BURGER KING CENTRO
876,543_50715,543,50715,BURGER KI AMERICAN
877,543_23406,543,23406,FGRT COMERCIAL LTDA
878,543_13241,543,13241,HABIBS PRESIDENTE PR
879,543_23474,543,23474,RENOVA MOVEIS ECOLOG
880,301_96,301,96,BRESCO CAMPIN
881,301_1872,301,1872,ABBRACCIO OUTBACK MO
882,301_1905,301,1905,SAO PAULO 01 ANALIA
883,301_2788,301,2788,MAUA JIN JIN
884,301_2853,301,2853,FILIAL SHOPPING ARIC
885,301_3111,301,3111,JOHNNY ROCKETS SJCAM
886,301_3132,301,3132,MAUA BURGER KING
887,301_3167,301,3167,GRILETTO ITAQUERA
888,301_3231,301,3231,PIZZA ITAQUERA COMER
889,301_3384,301,3384,OUT STEAKHOUSE
890,301_4960,301,4960,PIMENTA VERDE
891,301_5112,301,5112,POPEYES ITAQUERA
892,301_6208,301,6208,PLK SHOP ARICANDUVA
893,301_6542,301,6542,SAPORE - OWENS LANCH
894,301_6641,301,6641,FS SP - AV ARICANDUV
895,301_6828,301,6828,PLK SHOP MAUA
896,301_25772,301,25772,MONTANA ANALIA FRANC
897,301_31138,301,31138,DIVINO FOGAO SUZANO
898,301_33511,301,33511,BURGER KING MAUA
899,301_33911,301,33911,BK SHOPPING MAUA II
900,301_37940,301,37940,VIVENDA ANALIA FRANC
901,301_57483,301,57483,BRESCO CAMPIN
902,301_58728,301,58728,VIVENDA DO CAMARAO M
903,301_59521,301,59521,SAO PAULO 1
904,301_59585,301,59585,ARICAN RESTAURANTE L
905,301_59906,301,59906,VIVENDA DO CAMARAO M
906,301_62052,301,62052,REAL ALCAZAR
907,301_64660,301,64660,BK - CARREFOUR PESSE
908,301_64734,301,64734,BK - INTERLAR ARICAN
909,301_65108,301,65108,BK - FILIAL SHOP MAU
910,301_65109,301,65109,BK - FILIAL JACU PES
911,301_65464,301,65464,BK FILIAL SHOP MAUA
912,301_65862,301,65862,OUTBACK STEAK MAUA
913,301_66723,301,66723,BK MAUA
914,301_84048,301,84048,UNITED CINEMAS INT
915,301_85724,301,85724,BK CARREFOUR ARICAND
916,301_86033,301,86033,BK-SHOP ANALIA FRANC
917,301_86395,301,86395,OUTBACK ANALIA FRANC
918,301_87312,301,87312,BK - FILIAL AV. RIO
919,301_98142,301,98142,ANALIA FAST FOOD
920,301_98326,301,98326,BK FILIAL RADIAL
921,301_8427,301,8427,THE FIFTIES ANALIA F
922,301_58776,301,58776,LOUCOS POR CHURRASCO
923,301_9990,301,9990,GRILLETO ARICANDUVA
924,301_9971,301,9971,MANIA SH ITAQUERA
925,301_9966,301,9966,MANIA SH ANALIA FRAN
926,301_9993,301,9993,MANIA SH METRO TATUA
927,301_66719,301,66719,GRILETTO M
928,301_10360,301,10360,FS SP - AV RAGUEB CH
929,301_10510,301,10510,SODEXO ISMS INFOCOM
930,301_10503,301,10503,REX HIGAS ITAQUERA
931,301_10504,301,10504,REX SUPERMERCADO NEG
932,301_10344,301,10344,KHARINA ANARIA FRANC
933,301_10053,301,10053,SUSH1 TATUAPE
934,301_10546,301,10546,JP STORE 21
935,301_10558,301,10558,HABIBS ITAPITANGA
936,301_10559,301,10559,HABIBS SH ITAQUERA H
937,301_10786,301,10786,REX SAPOPEMBA
938,301_10787,301,10787,REX VILA TALARICO
939,301_10788,301,10788,REX EXTRA RIBEIRAO P
940,301_10282,301,10282,FS SP - AV RAGUEB CH
941,301_10791,301,10791,CROASONHO JDANALIA F
942,301_10835,301,10835,HABIBS RIBEIRAO PIRE
943,301_10836,301,10836,HABIBS JACU PESSEGO
944,301_10837,301,10837,HABIBS RADIAL 1
945,301_10838,301,10838,HABIBS RIO DAS PEDRA
946,301_10839,301,10839,HABIBS SH ARICANDUVA
947,301_10841,301,10841,HABIBS SATELITE
948,301_49266,301,49266,TENDALL 2 ARICANDUVA
949,301_10892,301,10892,OLIVE GARDEN ARICAND
950,301_11362,301,11362,FS SP - AV ITAQUERA
951,301_11387,301,11387,MERCATO HOLDING PART
952,301_11388,301,11388,MAUA POINT COMESTIVE
953,301_11389,301,11389,PUNTO MAUA COM ALIM
954,301_11394,301,11394,HABIBS GIPI COM
955,301_11397,301,11397,MERCATO HOLDING PART
956,301_54593,301,54593,NOVA RADIAL
957,301_11405,301,11405,HABIBS LIDER  LT
958,301_11407,301,11407,HABIBS SAPOPEMBA 118
959,301_11291,301,11291,REX ARTUR ALVIM
960,301_11408,301,11408,REX MATEO BEI
961,301_89912,301,89912,REX GALERIA CENTER D
962,301_11647,301,11647,SMART SHOPPING
963,301_11649,301,11649,MARCIA REGINA S BARB
964,292_4206,292,4206,DELICIAS BURGER
965,292_7432,292,7432,FS MARABA - R FL 31
966,977_15220,977,15220,CACHACARIA AGUA DOCE
967,977_60284,977,60284,GRILETTO JAU
968,977_60337,977,60337,BK- FILIAL JAU
969,977_60975,977,60975,JINJIN CUL JAP
970,603_6282,603,6282,VIVENDA DO CAMARRAO
971,603_37440,603,37440,IBIS HOTEL BA
972,603_37795,603,37795,GRILETTO IMPERATRIZ
973,603_38968,603,38968,BK IMPERIAL SHOP
974,603_39751,603,39751,BIG MASTER LANCHONET
975,603_42088,603,42088,BOMBOCINE IMP
976,603_42254,603,42254,BIG MASTER LANCH
977,603_42426,603,42426,REDE BRA - IMP
978,603_42669,603,42669,BURGER KING IMPERATR
979,603_43844,603,43844,10 PASTEIS - CASMIL
980,603_44947,603,44947,CHOPP TIME  1530
981,395_19545,395,19545,BOBS PG
982,395_21178,395,21178,BURGER KING GUARAPUA
983,395_789,395,789,BOB S COMPRE MAIS
984,395_1640,395,1640,BOBS PGROSSA 901
985,395_2060,395,2060,AGUA DOCE CACHACARIA
986,329_6665,329,6665,PIZZA HUT BELTRAO
987,329_6666,329,6666,BOB S BELTRAO
988,329_6668,329,6668,10 PASTEIS BELTRAO
989,329_6669,329,6669,IBIS FOZDO IGUACU
990,329_6670,329,6670,IGUASSU GRILL
991,329_6671,329,6671,FILIAL SHOPPING CATA
992,329_6672,329,6672,FILIAL SHOPPING CATU
993,329_7860,329,7860,WISH RESORT GOLF
994,329_9306,329,9306,PIZZA HUT FOZ
995,329_9334,329,9334,JIN JIN BELTRAO
996,329_1175,329,1175,DOLCISSIMO LANCH E C
997,329_1957,329,1957,COLOMBELLI COMERCIO
998,329_2485,329,2485,DOOG HOT DOG 10795
999,329_2442,329,2442,K2 IDEIAS E SABORES
1000,329_2561,329,2561,FS FOZ DO IGUACU - 5
1001,329_2550,329,2550,EU TU ELE NOS COMERC
1002,970_8,970,8,JIN JIN CAMPO LIMPO
1003,970_8377,970,8377,VIVENDA CONTINENTAL
1004,970_20224,970,20224,BK DRIVE EMBU DAS AR
1005,970_20226,970,20226,GRILETTO SUL SP
1006,970_20480,970,20480,BOBS EMBU SP
1007,970_21891,970,21891,DIVINO FOGAO SP.
1008,970_22510,970,22510,CD BK ITAPECERICA
1009,970_22630,970,22630,CD BK
1010,970_22803,970,22803,MONTANA GRILL(REGIS
1011,970_22811,970,22811,BK BRASIL OPC
1012,970_22820,970,22820,BK ELISEU DE ALMEIDA
1013,970_22822,970,22822,BK SP BRASIL MOOCA
1014,970_22842,970,22842,OUTBACK STEAK SP BR
1015,970_22844,970,22844,OUT STEAK SP
1016,970_22848,970,22848,BK BRASIL OPERACA
1017,970_22858,970,22858,ROCK e RIBS
1018,970_22876,970,22876,SAO PAULO I C LIMPO
1019,970_22878,970,22878,VIVENDA DO CAMARAO(R
1020,970_23303,970,23303,PH MORUMBI
1021,970_24357,970,24357,ESPET MIMI CENTRAL
1022,970_24901,970,24901,FILIAL POPEYES SHOPP
1023,970_25611,970,25611,DIVINO FOGAO RE
1024,970_26176,970,26176,GRILETTO BUTANTA
1025,970_26504,970,26504,SAPORE - OWENS LANCH
1026,970_27252,970,27252,SODEXO ISMS INFOCOM
1027,970_99249,970,99249,SAO PAULO I
1028,970_27431,970,27431,EMPORIO DAS COMIDAS
1029,970_28017,970,28017,DOLCISSIMO LANCHONET
1030,970_29087,970,29087,JOHNNY ROCKETS DK CA
1031,970_29295,970,29295,GRILETTO CAMPO LIMPO
1032,970_30613,970,30613,MANIA SH BUTANTA
1033,970_30619,970,30619,MANIA SH TABOAO
1034,970_500,970,500,OUTBACK STEAK BA
1035,970_10129,970,10129,GSGV ALIMENTOS EIREL
1036,970_768,970,768,JIN JIN VILA LOBOS
1037,970_30581,970,30581,M GRILL BARUERI
1038,970_31183,970,31183,SAPORE - OWENS LANCH
1039,970_31408,970,31408,ANSERVE MATRIZ SP
1040,970_31419,970,31419,ANSERVE SP
1041,970_31445,970,31445,REX EXTRA RAPOSO TAV
1042,970_31447,970,31447,REX RAPOSO SH
1043,970_31501,970,31501,PECORINO MORUMBI TOW
1044,970_30811,970,30811,MANIA SH JARDIM SUL
1045,970_31604,970,31604,BURGER KING G.VIANA
1046,970_31283,970,31283,RAG RAPOSO TAVARES
1047,1716000_11419,1716000,11419,FILIAL BRASIL PARK S
1048,970_31775,970,31775,REX EXTRA JARDIM ANG
1049,970_31777,970,31777,REX JARDIM ANGELA
1050,970_31778,970,31778,HABIBS ELISEU DE ALM
